name,score,review
BHC치킨 숭실대점,4,
BHC치킨 숭실대점,5,앉을 자리 좋고 넓고 알바생들 매번 친절하고 맛도 좋고 실망하거나 만족못한적 없네요!
BHC치킨 숭실대점,5,치킨이랑 다른것도 먹고 싶은데 혼자먹기에 부담될때 여기 반마리 세트가 정말 좋은거 같아요 전화하고 포장받으러 갔는데 시간맞춰서 준비해주시고 친절하시네요
BHC치킨 숭실대점,5,확실히  다른데에 비해 매장이 엄청넓어요! 집에서 가까워서 포장하러 자주오는데 직원분들도 친절하시고 얼굴도 기억나셨는지 웃으면서 반갑게 또오셨네여 라고 말도 걸어주시더라고요 ~ 치킨도 맛있고 특히 소떡소떡이랑 뿌링핫도그 너무 맛있는것 같아요!! 그리고 무엇보다 반반이 된다는점에서 엄청 잘 이용해서 먹고있어요 ~ 
BHC치킨 숭실대점,5,직원분들도 친절하시고 치킨도 따뜻하게 잘 배송해 와주셨네요 감사드립니다 요근레 다른bhc 보다 숭실대점이 요청사항도 잘 참고해주시고 시즈닝도 많이 올려주시고 고맙습니다~~~ 
BHC치킨 숭실대점,5,오랜만에 맛있게 먹었습니다.  너무 바쁜 매장이라 아쉬운 점도 있지만 그만큼 잘 챙겨주세요.
BHC치킨 숭실대점,1,별하나도 빼고 싶지만... 일주일에 한번은 꼬박 시켜먹는 단골인데 치즈볼에 치즈가 빠졌다는 말에 사과한마디 없이 증거제시하라는 말만 반복하는 불진절 매장 다른 bhc로 시켜먹을것임 
준호가만드는부대찌개 본점,3,
준호가만드는부대찌개 본점,5,"부대찌개 보글보글 친구가 자기가 좋아하는거 다 들어있다고 너무 좋아했어요~ 중앙대 학생들은 다 아는 맛집ㅎㅎ 감자튀김, 탄산음료 무한리필이 포인트!!"
준호가만드는부대찌개 본점,4,
준호가만드는부대찌개 본점,4,딱 그가격의 맛 좋지도 나쁘지도 않음 근데 음료수랑 감자튀김 줘서 좋음
준호가만드는부대찌개 본점,5,다른 곳보다 훨 맛있던데요. 구성도 좋고
준호가만드는부대찌개 본점,3,
준호가만드는부대찌개 본점,5,"부대찌개 보글보글 친구가 자기가 좋아하는거 다 들어있다고 너무 좋아했어요~ 중앙대 학생들은 다 아는 맛집ㅎㅎ 감자튀김, 탄산음료 무한리필이 포인트!!"
준호가만드는부대찌개 본점,4,
준호가만드는부대찌개 본점,4,딱 그가격의 맛 좋지도 나쁘지도 않음 근데 음료수랑 감자튀김 줘서 좋음
준호가만드는부대찌개 본점,5,다른 곳보다 훨 맛있던데요. 구성도 좋고
우니꾸,5,매장이 좁아서 소수의 인원만 가는게 좋음. 기본 찬은 양파절임정도로 간단히 나오니 야채꼬치랑 같이 먹는걸 추천하며 마지막에 김치말이 국수 꼭 드시길!
우니꾸,1,리뷰보고 갔는데ㅜㅜ 너무 기대를 많이하고 간걸까요? 고기맛이 생각보다는 그닥...
우니꾸,5,처음가봤는데 고기 신선하고 맛있어요 ㅎㅎ 김치말이국수도 진짜맛있으니 마무리로 딱좋아용
우니꾸,5,사장님 친절하시고 고객응대도 엄청 잘해주세요!! 고기는 항상 맛있어요!! 단골이라 자주 오는데 저녁타임에 항상 사람이 많아서 일찍 가셔야해요!!
우니꾸,5,
우니꾸,5,매장이 좁아서 소수의 인원만 가는게 좋음. 기본 찬은 양파절임정도로 간단히 나오니 야채꼬치랑 같이 먹는걸 추천하며 마지막에 김치말이 국수 꼭 드시길!
우니꾸,1,리뷰보고 갔는데ㅜㅜ 너무 기대를 많이하고 간걸까요? 고기맛이 생각보다는 그닥...
우니꾸,5,처음가봤는데 고기 신선하고 맛있어요 ㅎㅎ 김치말이국수도 진짜맛있으니 마무리로 딱좋아용
우니꾸,5,사장님 친절하시고 고객응대도 엄청 잘해주세요!! 고기는 항상 맛있어요!! 단골이라 자주 오는데 저녁타임에 항상 사람이 많아서 일찍 가셔야해요!!
우니꾸,5,
스시사구,5,"맛, 식감, 크기 그 무엇도 최고인 곳."
스시사구,5,회도 길쭉하고 신선하니 아주 좋았어요~ 헝클어진 덮밥 특색있고 맛있네욤
스시사구,3,배부르게 잘 먹었습니다 회 상태 나쁘지 않습니다. 다만 밥이 잘 풀어져서 아쉽네요.
스시사구,3,스시로로와 스시사구 중 10번에 8번은 여기로 오는데 에어컨을 좀 빵빵하게 틀어주시면 좋겠어요.구이도 자주 주시고 스시에 활어나 다른 재료들도 괜찮아 종종 오는데 더워서 급하게 먹고 이디야로 피신했어요.
스시사구,4,스시 좋아요
스시사구,5,"맛, 식감, 크기 그 무엇도 최고인 곳."
스시사구,5,회도 길쭉하고 신선하니 아주 좋았어요~ 헝클어진 덮밥 특색있고 맛있네욤
스시사구,3,배부르게 잘 먹었습니다 회 상태 나쁘지 않습니다. 다만 밥이 잘 풀어져서 아쉽네요.
스시사구,3,스시로로와 스시사구 중 10번에 8번은 여기로 오는데 에어컨을 좀 빵빵하게 틀어주시면 좋겠어요.구이도 자주 주시고 스시에 활어나 다른 재료들도 괜찮아 종종 오는데 더워서 급하게 먹고 이디야로 피신했어요.
스시사구,4,스시 좋아요
스시사구,5,포장해서먹었는데 너무 맛있어요~ 또갈게요!
스시사구,5,
스시사구,5,기대없이 검색해서 갔는데 이수 근방 스시집 중에 제일 맛있어요~ 초밥에 회 크기도 크고 사장님도 친절! 맛도 부들부들 신선하고 넘 맛있었어요! 담에 또 포장해갈래요~
스시사구,5,친절하고 초밥들 신선함. 회전률 좋음. 연어뼈 구이를 서비스로 주는거 보면 직접 연어 해체하는 가게임. 초밥생선이 밥을 두번반 감을 정도로 재료 아끼지 않음. 만족해요..
스시사구,5,진짜 맛나요~~~~!!!! 
스시사구,5,"서비스로 나온 샐러드 드레싱이 상큼하게 딱 좋아하는 맛이었어요~ 함께 나온 스프도 사진 찍을새 없이 먹어버렸네요.  49스시, 연어+광어 초밥, 그리고 스테이크 초밥까지!! 스테이크 초밥은 너~ 무 부드럽고 맛있게 먹었어요^^  동네에 있어서 종종 갈 것 같아요!!"
스시사구,1,1. 초밥중 밥의 사이즈가 내인생중 가장 작은데 꽉꽉 뭉쳐나서 먹기힘듬 2. 초밥 내 와사비가 생이 아닌듯. 따로주는 와사비와 색이다름 3. 고급재료는 없음 4. 회 질이 평이 5. 그 작은곳에서 5명 일하는데 서비스구림 6. 회전초밥집수준 7. 재방문의사 절대없음 8. 근처 스시로로가려다 스시로로가 너무싸가지가 없어서 여기왔는데 차라리 스시로로가 나음. ...
스시사구,5,
스시사구,1,서비스 별로임
스시사구,3,"다른것들은 괜찮은데, 연어는 좀 안싱싱했고, 이름모를 하나도 비렸어요. 나쁘지않아요ㅎ"
덤덤피자 본점,5,"사장님이 정말 친절한 맛집 ㅎㅎ 프랜차이즈에서 맛볼 수 없는 시그니처 메뉴들이 있어 꼭 생각나요~  양도, 가격도, 맛도 최고   먹느라 정신 잃어서 사진 못 찍음 ㅜㅜ"
덤덤피자 본점,5,관악구 피자집 최고존엄.... 
덤덤피자 본점,5,
덤덤피자 본점,5,배민으로 시켜먹고 리뷰를 못쓰게되서 여기라도 씁니다 진짜 리뷰나 별에 되게 박한편인데 정말...맛있네요 너무 깜짝놀랐어요 심지어 소스도 되게 신경쓴 티가 나구요 정말 최곱니다 꼭 시켜서 드세요
덤덤피자 본점,5,존맛탱
처갓집양념치킨 신대방점,1,주문시켰는데 10분뒤에 전화도 없이 카드결제취소해서 주문취소시킵니다 이런 곳은 처음봐요 전화도 안하고 그냥 띡 카드취소만 하면 다입니까? 사람 대하는 장사 하면서 왜 이렇게 하시나요 주문이 많으면 주문창을 아예 막아놓으시던가 참 대응하는게 별로네요
처갓집양념치킨 신대방점,1,"배달시켜먹었는데 예정보다 1시간늦게오고 전화했더니 직원인지뭔지 출발했다고 해서 기다리다 또안와서 전화하니까,  또 방금출발했다고 , 아까 출발했다하지않았냐 되물으니까 언제 아까출발했다했냐고 구라일색이네요 맛이고뭐고 떠나서 이딴마인드로 장사하는집은 제발 망하길 빕니다"
처갓집양념치킨 신대방점,1,다른 지점보다 맛 없음....
처갓집양념치킨 신대방점,5,"이 동네 5년 넘게 살았는데 최근에서야 안게 아쉬워요, 사장님도 친절하고 늘 맛있게 시켜묵고있습니다"
처갓집양념치킨 신대방점,5,"부산, 수원을 거쳐 서울까지, 치킨 좀 먹어본 사람입니다. 이 지점 사장님, 치킨을 아시는 분입니다. 치킨 잘 모르고 장사하는 가게는 질긴살 퍽퍽살이 간혹 있죠. 다양한 브랜드 많은 치킨가게가 의미없이 스쳐갔죠. '이 지점은 제 핸드폰 연락처에 저장합니다.'"
처갓집양념치킨 신대방점,1,주문시켰는데 10분뒤에 전화도 없이 카드결제취소해서 주문취소시킵니다 이런 곳은 처음봐요 전화도 안하고 그냥 띡 카드취소만 하면 다입니까? 사람 대하는 장사 하면서 왜 이렇게 하시나요 주문이 많으면 주문창을 아예 막아놓으시던가 참 대응하는게 별로네요
처갓집양념치킨 신대방점,1,"배달시켜먹었는데 예정보다 1시간늦게오고 전화했더니 직원인지뭔지 출발했다고 해서 기다리다 또안와서 전화하니까,  또 방금출발했다고 , 아까 출발했다하지않았냐 되물으니까 언제 아까출발했다했냐고 구라일색이네요 맛이고뭐고 떠나서 이딴마인드로 장사하는집은 제발 망하길 빕니다"
처갓집양념치킨 신대방점,1,다른 지점보다 맛 없음....
처갓집양념치킨 신대방점,5,"이 동네 5년 넘게 살았는데 최근에서야 안게 아쉬워요, 사장님도 친절하고 늘 맛있게 시켜묵고있습니다"
처갓집양념치킨 신대방점,5,"부산, 수원을 거쳐 서울까지, 치킨 좀 먹어본 사람입니다. 이 지점 사장님, 치킨을 아시는 분입니다. 치킨 잘 모르고 장사하는 가게는 질긴살 퍽퍽살이 간혹 있죠. 다양한 브랜드 많은 치킨가게가 의미없이 스쳐갔죠. '이 지점은 제 핸드폰 연락처에 저장합니다.'"
제이콥참치,3,☆점수기준표☆ 5개-일부러라도 간다  4개-맛있다! 자주 갈만하다 3개- 적당히 생각날때 한번씩간다 2개- 재방문은 그닥? 1개- 이게 음식인가? 컵라면이 나음   룸 있는거 말곤 뭐..ㅎㅎ  랍스타빼고 참치나 더 맛있는거 줬으면싶다
제이콥참치,5,맛만좋구만요잉
제이콥참치,3,맛도 가격도 보통
제이콥참치,1,"회접시는 비었는데 주방장은 없고, 스끼로 배채우고 오는곳. 랍스터라면도 기대 했지만 그닥인 서비스 마인드가 별로인 그이상도이하도 아닌 그런곳. 단골집 안가고 여기 온거 후회하는곳임."
제이콥참치,5,저렴한 금액대에 맛있게 잘 먹었습니다.
제이콥참치,3,☆점수기준표☆ 5개-일부러라도 간다  4개-맛있다! 자주 갈만하다 3개- 적당히 생각날때 한번씩간다 2개- 재방문은 그닥? 1개- 이게 음식인가? 컵라면이 나음   룸 있는거 말곤 뭐..ㅎㅎ  랍스타빼고 참치나 더 맛있는거 줬으면싶다
제이콥참치,5,맛만좋구만요잉
제이콥참치,3,맛도 가격도 보통
제이콥참치,1,"회접시는 비었는데 주방장은 없고, 스끼로 배채우고 오는곳. 랍스터라면도 기대 했지만 그닥인 서비스 마인드가 별로인 그이상도이하도 아닌 그런곳. 단골집 안가고 여기 온거 후회하는곳임."
제이콥참치,5,저렴한 금액대에 맛있게 잘 먹었습니다.
다락,5,저렴하고 존맛 입니다  집 근처 가게에 이렇게 맛집이 존재 했다니.. 둘이서 9인분 먹었어요 가게도 깔끔하고 꾸준히 찾게 될것 같습니다
다락,5,맛있어요
다락,4,"이자카야였다바꼈나봐요..그래서인지 분위기있고좁지만 깔끔한내부, 우선 비빔국수는시키길. 고기와 밑반찬 모두 쏘쏘~  가격이뭐우선 잘바쳐주니까 (근데 기본 첫주문 무조건 고기3인분이라 2인이가면 그렇게 싼건아님) 사진은 급하게먹어서 첫판먹다가찍고 2번째는 1인분추가시킨거에요!"
굳세어라청춘아,4,사진은 우삽겹 볶음이 아니지만...우삼겹볶음이 제일 맛있었어요! 조용하게 술 즐기기 좋은 곳입니다
봉추찜닭 노량진점,1,찜닭에 왜 오이를 넣나요.. ㅠㅠ;; 너무 맛이 없어요… 먹어본 찜닭중에 가장 맛이 없습니다
봉추찜닭 노량진점,2,"여기 배달시키면, PP용기 안에 비닐을 넣어, 거기 위에 뜨거운 음식을 담아준다. 식품 위생에 대한 기본 개념이 없는듯."
봉추찜닭 노량진점,1,봉추찜닭 10년 넘게 먹었지만 여기처럼 양 적은 곳은 처음이다. 그냥 조금 적네 정도가 아니고 접시에 닭조각 자체가 몇 개 없음. 다이어트 하는 중에 맛만 보시려면 가셔도 됨
봉추찜닭 노량진점,2,다른 후기들처럼 가격에 비해 양이ㅠㅠ적어요..당면 추가 안했으면 다 먹고도 배고팠을듯..밑반찬도 2개 나옴..
후다닥숯불닭갈비 신대방삼거리역점,5,맛있어요~!
후다닥숯불닭갈비 신대방삼거리역점,5,"상도동의 춘천  맛은 최고~  단, 응대가 조금 별로"
후다닥숯불닭갈비 신대방삼거리역점,1,별점1점도 아깝다. 불친절에 완전체 닭갈비를 먹다가 환기구에서 녹인지 끄으름인지가 뚝뚝 떨어지는데도 불구하고 휴지로 슥 닦고 입도 슥 닦아버림. 환불요구도 아니고 뭍은 고기만 교체해달라는 요구에 인상 겁나쓰면서 고기 던짐. 진심으로 이런집 망했으면 좋겠네요. 사진을 찍었어야 했는데... 하...
후다닥숯불닭갈비 신대방삼거리역점,4,언제가도 좋은 맛
후다닥숯불닭갈비 신대방삼거리역점,1,쌉개불친절
자금성,3,짜장면은 맛있으나 탕수육 돼지 비린내가 좀 있음ㅠㅠ
자금성,5,
자금성,5,노량진에 맛집 참 많네요!! 친절하기까지 하세요.
자금성,4,
자금성,4,간짜장에 양파가 왜 다 죽어있죠 그래도 싼마이로 먹을만은 함....
자금성,3,짜장면은 맛있으나 탕수육 돼지 비린내가 좀 있음ㅠㅠ
자금성,5,
자금성,5,노량진에 맛집 참 많네요!! 친절하기까지 하세요.
자금성,4,
자금성,4,간짜장에 양파가 왜 다 죽어있죠 그래도 싼마이로 먹을만은 함....
뉴욕야시장 이수역점,1,메뉴 선정을 잘 못 했는진 모르겠어도.. 너무 맛 없었어요. 실내 흡연실이 있어서 흡연자는 좋을지도. 저는 너무 별로였네요.
뉴욕야시장 이수역점,5,치즈볼튀김 너무 맛있어요. ^^
뉴욕야시장 이수역점,5,ㅎㅎㅎㅎㅎ
뉴욕야시장 이수역점,1,메뉴를 보면 싸다고 느껴질텐데 전혀!! 음식가지고 장난침 원가 2천원도 안나오는걸 9처넌 받음
교촌치킨 사당1호점,1,"매장에 전화 포장 주문해놓고 방문했는데, 매장에 들어가도 아무도 반응이 없길래 인사를 먼저 3번이나 했는데, 남자 직원은 앉아서 반응이 없길래 이어폰 꼈나봤더니 다 듣고 있는데 인사도 안하고, 손님이 왔나 내다보지도 않다가 세 번째 인사하니까 그제서야 쳐다보는데, 왜 째려보는건지 모르겠네요.. 장사를 하려고 하는건지 손님이랑 이유없이 싸움을 하고 싶은건지...."
교촌치킨 사당1호점,5,빠르고 친절하심. 서비스로 감자칩주심♡. 치킨 맛있음♡. 카카오쿠폰으로 구매했는데 신속하고 빠르게 대응해주심.
교촌치킨 사당1호점,5,선물받은 기프티콘으로 주문했는데도 카운터에있는 여자분이 친절하게 받아줘서 기분좋았구 가니 여자두분이 열심히 친절하게 해주셔서 좋았어요 포장했는데 서비스도 있어서 맛있게 먹었습니다 감사합니당
교촌치킨 사당1호점,1,리뷰보고 시켜먹을까 고민하다 전화했는데 전화받는 여자까지 더럽게 불친절하네요. 다신 시켜먹을일없을듯. 다른 근처 교촌에서 시켰습니다. 
교촌치킨 사당1호점,1,되게 불친절합니다~ㅎ
교촌치킨 사당1호점,1,"매장에 전화 포장 주문해놓고 방문했는데, 매장에 들어가도 아무도 반응이 없길래 인사를 먼저 3번이나 했는데, 남자 직원은 앉아서 반응이 없길래 이어폰 꼈나봤더니 다 듣고 있는데 인사도 안하고, 손님이 왔나 내다보지도 않다가 세 번째 인사하니까 그제서야 쳐다보는데, 왜 째려보는건지 모르겠네요.. 장사를 하려고 하는건지 손님이랑 이유없이 싸움을 하고 싶은건지...."
교촌치킨 사당1호점,5,빠르고 친절하심. 서비스로 감자칩주심♡. 치킨 맛있음♡. 카카오쿠폰으로 구매했는데 신속하고 빠르게 대응해주심.
교촌치킨 사당1호점,5,선물받은 기프티콘으로 주문했는데도 카운터에있는 여자분이 친절하게 받아줘서 기분좋았구 가니 여자두분이 열심히 친절하게 해주셔서 좋았어요 포장했는데 서비스도 있어서 맛있게 먹었습니다 감사합니당
교촌치킨 사당1호점,1,리뷰보고 시켜먹을까 고민하다 전화했는데 전화받는 여자까지 더럽게 불친절하네요. 다신 시켜먹을일없을듯. 다른 근처 교촌에서 시켰습니다. 
교촌치킨 사당1호점,1,되게 불친절합니다~ㅎ
본가참숯돼지숯불갈비 구로디지털2호점,5,냉면이 심심하긴 하지만 갈비가 정말 맛있네요 냉면을 일부로 이렇게 심심하게 했을수도 있겠다 싶어요
본가참숯돼지숯불갈비 구로디지털2호점,1,고기맛도 별로고 위생이 진짜 최악이에요 식기마다 고춧가루 속눈썹...
본가참숯돼지숯불갈비 구로디지털2호점,5,졸맛탱 갈비랑 갈비탕 짱맛
본가참숯돼지숯불갈비 구로디지털2호점,4,갑자기 들어간 집인데 맛집 무료로 주는 냉면 중 물냉면은 별로 
소보정,3,
소보정,1,여자남자 양 다르게 주는집
소보정,5,몸보신하는기분!!!
농부쌈밥,4,
농부쌈밥,5,
농부쌈밥,1,주방에서 일하시는 분이 마스크를 안쓰시네요. 음식은 맛있습니다. 저는 코로나 끝나기 전에는 다시 안갈것 같아요
농부쌈밥,5,숨은 맛집입니다. 음식이 깔끔하고 밑반찬 가지수도 많고 다 맛있어요. 어떤 메뉴든 중타 이상입니다. 좀 오래된 건물이지만 깨끗해요.  부대찌개는 조금 건더기가 아쉽지만 양이 부족할 정도는 아니에요. 반찬이 많고 맛있어서요.  식당 내부에 단차가 있어 휠체어 사용자는 이용하기 어려울 것 같아요.
농부쌈밥,5,최고임
농부쌈밥,4,
농부쌈밥,5,
농부쌈밥,1,주방에서 일하시는 분이 마스크를 안쓰시네요. 음식은 맛있습니다. 저는 코로나 끝나기 전에는 다시 안갈것 같아요
농부쌈밥,5,숨은 맛집입니다. 음식이 깔끔하고 밑반찬 가지수도 많고 다 맛있어요. 어떤 메뉴든 중타 이상입니다. 좀 오래된 건물이지만 깨끗해요.  부대찌개는 조금 건더기가 아쉽지만 양이 부족할 정도는 아니에요. 반찬이 많고 맛있어서요.  식당 내부에 단차가 있어 휠체어 사용자는 이용하기 어려울 것 같아요.
농부쌈밥,5,최고임
농부쌈밥,5,엄마가 차려준것 같은맛 일하시는 분도 넘 친절하세요. 숨은 맛집입니다.
농부쌈밥,5,값도 저렴하고 맛있어요! 
농부쌈밥,5,반찬 가짓수가 많아서 좋았다 먹을 것 없이 가짓수만 많은 게 아니라 실속있게 맛있었던 쌈밥정식 :) 오래오래 계속 있었으면 좋겠다
농부쌈밥,4,
농부쌈밥,3,"반찬이 다양하고 맛있어요. 점심은 제육쌈밥 7천원이래요. 집밥먹기에 좋지만, 저녁에 아저씨들 손님은 피해서 앉으세요. 젊은 사람들 배려하지 않고 불편하게 했는데 종업원은 아무 대처를 하지 않더군요"
커피하우스준,5,해불치즈떡볶이 : )
커피하우스준,5,진짜 조용하고 여유로워요ㅎㅎ
장수족발,5,맛있어요! 잘 먹었습니다!
장수족발,5,족발이 딱딱하지않고 쫄깃해서 먹을수록 더 땡기는 족발이네요. 한가족 다먹어도 배불리 먹어서 다음에도 여기서 먹으려구요
장수족발,5,와왈...!크르릉.....왈왈 컹컹!!!컹!!!그르릉...!컹컹!!!!!!!월월!!!!! 킁!!!왈!!!크릉...컹!!!
장수족발,5,사장님께서 친절하고 맛도 좋아요~
장수족발,5,맛있어용
아마스빈 노량진점,5,개인적으로 공차보다 더 맛있어요 ㅠㅠ 
아마스빈 노량진점,5,
아마스빈 노량진점,5,넘 맛있자나! 펄도 쫀득하고 알바생들도 친절친절 !
아마스빈 노량진점,5,거를 타선 없음
아마스빈 노량진점,5,좋아요 :)
아마스빈 노량진점,5,개인적으로 공차보다 더 맛있어요 ㅠㅠ 
아마스빈 노량진점,5,
아마스빈 노량진점,5,넘 맛있자나! 펄도 쫀득하고 알바생들도 친절친절 !
아마스빈 노량진점,5,거를 타선 없음
아마스빈 노량진점,5,좋아요 :)
아마스빈 노량진점,5,직원님 최고 진짜ㅜ 주문도 너무 친절하게 받으시고 음료 거의 1분도 안되서 나오고 음료 나왔을때 완전 상냥하게 안내 해주셔서 반해버렸어요ㅜㅠ 벌써 쿠폰 거의 다채웠습니다 사랑해욤
아마스빈 노량진점,5,10시가 지나서 문 닫았겠지.. 하고 가봤는데 아직 손님이 계셔서 먹을수 있었어요~ 직원분 너무 친절하세요.   
아마스빈 노량진점,5,최고의 버블티 타피오까도 쫀득쫀득 맛있으며 음료맛도 예술이었음  디자인또한 예쁘고 아기자기함  카페 내부도 아담하지만 깨끗하고 아늑함 직원분들도 착하시고 엄청 친절하세요^^♥
아마스빈 노량진점,1,두번째 전화번호 삭제해주세요. 걸었더니 잘못 걸었다네요.
아마스빈 노량진점,5,재수시절 힘들때 이거 하나로 많이 버텼네요ㅠㅠ 진짜 맛있고 친절하시구 최고! 단 점심시간에는 줄이 길수도이써여
진수산 남성본점,5,
진수산 남성본점,5,맛있습니다. 회랑 스끼다시 전부 훌륭합니다. 물회 육수도 최고예요. 제가 먹어본 물회 중에 가장 맛있었다고 자부합니다.
다래 실내포차,5,ㅎ 엄마밥보다 맛있음 
맛찬들왕소금구이 이수점,3,분위기는 그저그런데 맛은 있었어요.직원이 고기 구워줘서 편합니다.
맛찬들왕소금구이 이수점,5,고기 솔직히 비쌌지만 존맛이었음 직원이 다 구워줌 편하게 먹음 환기는 그닥이었지만 시설도 전체적으로 깨끗하고 좋았음
맛찬들왕소금구이 이수점,2,"사장님 말씀대로 오늘만 그러한 고기가 들어온 것인지는 알 길이 없으나,  지방이 70%인 고기를 다시 돈 주고 사먹지는 않을 거 같네요."
맛찬들왕소금구이 이수점,5,고기가 특별히 맛있고 곁들여 먹을 반찬이 매우 다양하고 서비스가 좋음. 소금을 준다면 좋을 듯
맛찬들왕소금구이 이수점,5,너무 맛있어서 부인하고 3번이나 왔었어요 평점이 왜 이리 낮은지 이해불가 -;^
맛찬들왕소금구이 이수점,3,분위기는 그저그런데 맛은 있었어요.직원이 고기 구워줘서 편합니다.
맛찬들왕소금구이 이수점,5,고기 솔직히 비쌌지만 존맛이었음 직원이 다 구워줌 편하게 먹음 환기는 그닥이었지만 시설도 전체적으로 깨끗하고 좋았음
맛찬들왕소금구이 이수점,2,"사장님 말씀대로 오늘만 그러한 고기가 들어온 것인지는 알 길이 없으나,  지방이 70%인 고기를 다시 돈 주고 사먹지는 않을 거 같네요."
맛찬들왕소금구이 이수점,5,고기가 특별히 맛있고 곁들여 먹을 반찬이 매우 다양하고 서비스가 좋음. 소금을 준다면 좋을 듯
맛찬들왕소금구이 이수점,5,너무 맛있어서 부인하고 3번이나 왔었어요 평점이 왜 이리 낮은지 이해불가 -;^
치킨89 신대방점,5,죤맛탱
치킨89 신대방점,5,치킨도 너무 맛있고 친절하세요 !! 잘먹었습니당ㅎㅎ
치킨89 신대방점,5,치킨에서 냄새 안나서 좋아요 
치킨89 신대방점,5,맛잇어욤
장골 연탄불소금구이,5,이 집은 항정살이 존맛탱임
장골 연탄불소금구이,4,밑반찬으로 나온 계란말이가 진짜맛있음 고기도 대체로 맛있지만 김치찌개는 고기나 김치가 적게들어가서 아쉬움. 이외는 다맛있음
치킨더홈 노량진점,1,
치킨더홈 노량진점,5,
치킨더홈 노량진점,1,
치킨더홈 노량진점,5,이 집때문에 생활비 한달에 오만원은 더쓴듯. 맛도 괜찮고 바로 맢 이마트 편의점에서 홈브루잉 병맥 세개 만원에 사서 먹으면 굿
굽네치킨 상도1호점,1,별점 평점 1점대면 그 이유가 잇더라 전화주문으로 기프트콘도 안받는건 뭐 노양심인 매장인걸 깨달앗고 밑에 리뷰는 어떤 또라이가 기프트콘 받아주는 매장이라고 써놧는지 지네들이 써놧겟지 그냥 픽업하려고 햇더니 배민에서 잇는 메뉴세트는 안판다고 그런건 어디서 보고 주문하는거냐고 윽박지르듯이 말하는거에 당황;;; 포장 수령하러 갓더니 마스크 안쓰고 조리하고 응대하...
굽네치킨 상도1호점,5,매번 올때마다 느끼는거지만 안경을 쓰면 정말 눈에 편안해요..30년간 안경 썼지만 여기가 정말 최고인듯.정말 추천해요..난시가 심해 잘못하면 힘든데 여긴 일도 힘든거 없음..사장님도 친절하시고...ㅎㅎ 우리가족 단골입니다
굽네치킨 상도1호점,1,기프트콘안받음ㅋㅋ
굽네치킨 상도1호점,5,굽네치킨 포장이벤트 유일하게 받아주는 곳 / 맛있네요 고추바사삭 /쿠폰도줌 ㄷㄷ
굽네치킨 상도1호점,1,매장점검좀 포장가져거러 들어갔는데 이건 배달만 하는집이라도 신경싸야할거아닙니까 본사에서 잠검좀 나가보새요
굽네치킨 상도1호점,1,별점 평점 1점대면 그 이유가 잇더라 전화주문으로 기프트콘도 안받는건 뭐 노양심인 매장인걸 깨달앗고 밑에 리뷰는 어떤 또라이가 기프트콘 받아주는 매장이라고 써놧는지 지네들이 써놧겟지 그냥 픽업하려고 햇더니 배민에서 잇는 메뉴세트는 안판다고 그런건 어디서 보고 주문하는거냐고 윽박지르듯이 말하는거에 당황;;; 포장 수령하러 갓더니 마스크 안쓰고 조리하고 응대하...
굽네치킨 상도1호점,5,매번 올때마다 느끼는거지만 안경을 쓰면 정말 눈에 편안해요..30년간 안경 썼지만 여기가 정말 최고인듯.정말 추천해요..난시가 심해 잘못하면 힘든데 여긴 일도 힘든거 없음..사장님도 친절하시고...ㅎㅎ 우리가족 단골입니다
굽네치킨 상도1호점,1,기프트콘안받음ㅋㅋ
굽네치킨 상도1호점,5,굽네치킨 포장이벤트 유일하게 받아주는 곳 / 맛있네요 고추바사삭 /쿠폰도줌 ㄷㄷ
굽네치킨 상도1호점,1,매장점검좀 포장가져거러 들어갔는데 이건 배달만 하는집이라도 신경싸야할거아닙니까 본사에서 잠검좀 나가보새요
굽네치킨 상도1호점,1,
굽네치킨 상도1호점,1,"전화도 늘 통화중으로 안받고, 배달 캐파도 안되는데, 2시간 기본, 닭은 눅눅해줘서오구 중간에 취소도 안되고 최악임. 그냥 이집은 시키지도 마시고 주인은 문닫았으면함. 이건 악플도 아니고 가장기본적인사항 고객소리좀 들어라"
굽네치킨 상도1호점,1,기프티콘 안받습니다. 굽네치킨 홈페이지 가면 뻔히 된다고 나와있는데도요.
굽네치킨 상도1호점,1,뭐 기프티콘도 사용이 안되는건 뭐야 진짜 이런데 처음봄 
굽네치킨 상도1호점,1,바로 옆도 배달을 안오실거면 장사를 왜 하시죠?
굽네치킨 상도1호점,1,와.. 여긴 진짜 불친절하다.. 진짜 다신 시킬일없음 어케 장사를 이런식으로할생각을하는지;; 그리고 전화 내내 에? 에? 이딴식으로 말하는데 돈주고 시키기 진짜 아깝다
굽네치킨 상도1호점,1,"흠.. 흠.. 직접 방문했는데 사장님이 관리하는 느낌아니고,, 위생이 더럽진 않은데 흠.. "
굽네치킨 상도1호점,1,응대 엉망. 비추요. 
굽네치킨 상도1호점,1,이런데는 첨 본다 배달이 너무 늦어서 전화할려니 전화 자체가 안되네 계속 불통 ... 머 이런 x같은 경우가 다 있냐 별점 0점임
굽네치킨 상도1호점,1,마스크안써요. 무성의한 응대. 
리얼양꼬치,3,느끼해요 전체적으로 음식이
리얼양꼬치,4,맛나네요.. 추천드립니다. 
커피팩토리쏘 본점,4,아메리카노2500 오후3시까지만 연다 작업하기에 쏘쏘 사장님 친절한 스타일은 아님
