,name,score,review,score_test
2688,노블스터디카페 강남점,1,사장불친절냄새남,0
2689,노블스터디카페 강남점,2,코로나로일일권사용이불가합니다ㅠ오시는분들참고하세요,1
2690,노블스터디카페 강남점,1,주권사용후기단점사장이보통사람들과좀다른마인드임시전후에나와서오후시에퇴근하는데시반부터갑자기들어와서소리매우크게내면서청소함사장이게을러서그런듯아침일찍나와서사람없을때청소하는게기본아닌가아니면시이후에사람들다가고나서하던지로스터디룸사람들뭐하나감,0
2691,노블스터디카페 강남점,1,불친절,0
2692,노블스터디카페 강남점,1,방음안됩니다오픈실에서공부하다보면스터디룸에서레코드소리잡답소리가들려공부하는데크게방해됐음시설은크게나쁘지않으나청소안하시는날이면지우개가루그대로있음저녁엔근처에술집이있어고함소리등간혹들림,1
2693,노블스터디카페 강남점,5,나만당할수없다,0
2694,노블스터디카페 강남점,5,와이파이엄청성능좋아용굳,1
2695,노블스터디카페 강남점,1,방음이안되어서스터디룸떠드는소리가인열람실까지다들립니다,0
2696,노블스터디카페 강남점,3,한달째사용중깔끔하고서비스도다잘되는데에어컨이안틀어져서숨막혀죽음가성비는최고인듯,1
2697,노블스터디카페 강남점,5,에어컨도빵빵하니시원하고저렴하게이용잘하고갑니다,1
2699,매화양꼬치 논현점,1,최악이네요들어가서안쪽에공간더있는데거기싱크대옆앉지마세요벽에서찬바람이아주술술나와서롱패딩입고먹었네요음식도다식어서데워달라니데워주지도않고밑에계산잘보고하라고써놧는데저희도원눈탱이맞았네요,0
2700,매화양꼬치 논현점,1,맛을떠나서수저등식기류가비위생적이었고서빙하는분이너무불친절했습니다식사내내불편했어서다시는안가고싶어요,0
2701,매화양꼬치 논현점,3,그저그럼재방문의사무,0
2702,매화양꼬치 논현점,1,맛은있으니장사가잘되서그런지모르겠지만불친절의끝판왕ㅎㅋ맛때문에가고싶다가도자주는안가게만드는ㅎ친절교육좀제대로받아야할집임ㅎ,0
2703,매화양꼬치 논현점,1,계산잘보고하세요눈탱이맞았습니다,0
2704,매화양꼬치 논현점,1,최악이네요들어가서안쪽에공간더있는데거기싱크대옆앉지마세요벽에서찬바람이아주술술나와서롱패딩입고먹었네요음식도다식어서데워달라니데워주지도않고밑에계산잘보고하라고써놧는데저희도원눈탱이맞았네요,0
2705,매화양꼬치 논현점,1,맛을떠나서수저등식기류가비위생적이었고서빙하는분이너무불친절했습니다식사내내불편했어서다시는안가고싶어요,0
2706,매화양꼬치 논현점,3,그저그럼재방문의사무,0
2707,매화양꼬치 논현점,1,맛은있으니장사가잘되서그런지모르겠지만불친절의끝판왕ㅎㅋ맛때문에가고싶다가도자주는안가게만드는ㅎ친절교육좀제대로받아야할집임ㅎ,0
2708,매화양꼬치 논현점,1,계산잘보고하세요눈탱이맞았습니다,0
2709,매화양꼬치 논현점,1,컵에서냄새가나는등위생이안좋고밑반찬은짜샤이간이없으며땅콩은설탕조림꼬치는선도가낮습니다,1
2710,매화양꼬치 논현점,1,부모님모시고가서마라탕시켰는데이집에서마라탕먹은이후로다신마라탕입에대지도않습니다먹을게못됩니다최악다신안가요,0
2711,매화양꼬치 논현점,1,맛은있는데중국직원들정말별로예요ㅠㅠ뭐달라고하면짜증내고본인들밥먹느라고불도안넣어주고요ㅠㅠ근몇년이런식당본적이없네요,0
2714,떡존,4,카레떡볶이맛있는데간이너무세서아쉬웠어요처음엔맛있는데짠맛이너무강해서많이못먹겠더라구요당면만두도바삭하니맛있었습니다,1
2715,떡존,5,샐러드김밥너무맛있구친절하세요,1
2717,떡존,4,친절하십니다,1
2718,떡존,2,가야는이유간단히식사해결가능한곳안가는이유떡볶이를메인이라하기엔한참못미친떡볶이에당근안넣었으면매운떡볶이굵은고추가루매운맛이느껴지는다른것은굳이말할거리가없는짜장떡볶이국물이있어서짜장범벅이연상되는짜장라면중에짜장범벅이제일싫어서,1
2719,떡존,4,카레떡볶이맛있는데간이너무세서아쉬웠어요처음엔맛있는데짠맛이너무강해서많이못먹겠더라구요당면만두도바삭하니맛있었습니다,1
2720,떡존,5,샐러드김밥너무맛있구친절하세요,1
2722,떡존,4,친절하십니다,1
2723,떡존,2,가야는이유간단히식사해결가능한곳안가는이유떡볶이를메인이라하기엔한참못미친떡볶이에당근안넣었으면매운떡볶이굵은고추가루매운맛이느껴지는다른것은굳이말할거리가없는짜장떡볶이국물이있어서짜장범벅이연상되는짜장라면중에짜장범벅이제일싫어서,1
2725,사랑채,5,올때마다맛있게먹고가요ㅠㅠ,1
2726,사랑채,1,최악맛도없고비싼데불친절밥다먹으니생선나오고계산하려니까카드빨리줘요빨리라며인사도안함너무황담함왜손님없는지알겠음캭퉤,0
2727,고반식당 가로수길점,4,화로구이라좋았고반찬도무난하고맛있어요기억에남을정도의고기맛은아니지만동네맛집정도되는듯합니다직원분들이신경쓰셔서구워주시고전반적으로친절했습니다,1
2728,고반식당 가로수길점,5,고반식당은처음으로부산에서가봤는데엄청맛있었으니서울에서도한번가보고싶었는데여기서도정말맛있었어요,1
2729,고반식당 가로수길점,4,자우림김윤아노래연속으로틀어주는고깃집태어나서처음봄,1
2730,고반식당 가로수길점,5,정갈한한식느낌절임반찬김치가진짜많고다맛있어요ㅠㅠ덕분에고기술술들어가욬ㅋㅋㅋㅎ,1
2731,고반식당 가로수길점,5,고기맛있어요친절하고좋습니다,1
2732,고반식당 가로수길점,4,화로구이라좋았고반찬도무난하고맛있어요기억에남을정도의고기맛은아니지만동네맛집정도되는듯합니다직원분들이신경쓰셔서구워주시고전반적으로친절했습니다,1
2733,고반식당 가로수길점,5,고반식당은처음으로부산에서가봤는데엄청맛있었으니서울에서도한번가보고싶었는데여기서도정말맛있었어요,1
2734,고반식당 가로수길점,4,자우림김윤아노래연속으로틀어주는고깃집태어나서처음봄,1
2735,고반식당 가로수길점,5,정갈한한식느낌절임반찬김치가진짜많고다맛있어요ㅠㅠ덕분에고기술술들어가욬ㅋㅋㅋㅎ,1
2736,고반식당 가로수길점,5,고기맛있어요친절하고좋습니다,1
2737,고반식당 가로수길점,5,고기맛있습니다반찬도종류많고정갈하고,1
2740,고반식당 가로수길점,5,근래갔던고기집중에서삼겹살원탑이네요직원분께서설명해주신소스와와사비조합이맛있고좋네용재방문의사있습니다ㅎㅎ,1
2741,고반식당 가로수길점,1,돈치마살은맛있습니다근데너무불친절합니다손님이없어식사가능하냐물으니시계보며한숨쉬시고목살익지도않았는데먹어도된다말하시고직원눈치보며식사했습니다다른지점재방문의사는있으나가로수길점은재방문의사가없습니다,0
2742,고반식당 가로수길점,4,목살맛있어요,1
2743,고반식당 가로수길점,1,주문메뉴숙성삼겹인고기맛그럭저럭밥삼일정도밥통에서숙성된냄새가남밥도숙성시키나봄반찬약일정도숙성된느낌이남반찬도숙성시키나봄최악,0
2744,고반식당 가로수길점,1,방문주문메뉴커플세트서비스최악고기맛중상고기맛텁텁함반찬맛상중된장술밥맛있음계란찜나옴주차공간없음발레가능하나요금별도납부식사공간벤치의자드럼통의자사장인지직원인지모르겠지만주문듣고나서쌩까는갑질만안했으면고기가더맛있었을수도,0
2746,고반식당 가로수길점,3,가게가너무좁은거빼고고기는맛있음,1
2747,라스키친,5,모든것이최고입니다직원분들애티튜드와섬세함이육성급호텔저리가라예요여긴반드시꼭또오자일행모두가이구동성,0
2748,라스키친,5,주전예약후오늘만설레며기다렸어요다다녀봐도최고의와인리스트음식서비스명품식기언제와도편하고기분좋아지는마법같은곳,1
2749,라스키친,5,크리스마스에어울리는가게,1
2750,라스키친,2,가성비를생각하게됨와인이넘비싸다ㅜ,0
2751,라스키친,5,최소한달에한번은찾는식당최고의를경험하고싶다면무조건방문해보길추천,1
2752,라스키친,5,모든것이최고입니다직원분들애티튜드와섬세함이육성급호텔저리가라예요여긴반드시꼭또오자일행모두가이구동성,0
2753,라스키친,5,주전예약후오늘만설레며기다렸어요다다녀봐도최고의와인리스트음식서비스명품식기언제와도편하고기분좋아지는마법같은곳,1
2754,라스키친,5,크리스마스에어울리는가게,1
2755,라스키친,2,가성비를생각하게됨와인이넘비싸다ㅜ,0
2756,라스키친,5,최소한달에한번은찾는식당최고의를경험하고싶다면무조건방문해보길추천,1
2757,라스키친,5,오래전다녀왔지만매니저님최고,1
2758,라스키친,5,나의최애레스토랑맛과향은물론예쁜데코레이션까지직원들의친절함은덤눈으로입으로행복가득담을수있는곳강추해요,1
2759,라스키친,5,강남최고의와인바숨겨진보석같은분위기와서비스,1
2760,라스키친,5,외국간기분낭낭하게받고옴외국인직원분들너무유쾌하시고사진찍어주시고ㅠㅠ음식은또존맛와인에대해한층더알고갑니다ㅎㅎ세트먹었는데다음엔세트먹으러갈게요,1
2761,라스키친,5,진짜나만알고싶지만사장님더번창하셨으면좋겠어서쓰는평ㅠㅠ행복한날가면더행복해지는곳,1
2762,라스키친,5,자주방문하는훌륭한와인바입니다사장님도친절하시고와인도훌륭하고인테리어도예쁘고식기도훌륭다만아쉬운점이있다면외국인서버들이조금미숙하시고방문할때마다코스를시켰어서나름여러메뉴를먹어봤는데대부분맛있지만여기까르보나라는제취향이아니더라구요나머진다맛있습니다여튼앞으로도자주방문할것같습니다,1
2763,라스키친,5,와인바의기준라스키친다다녀봐도비교할수없는최고의와인바이다연인들이더좋아지게만드는마법같은곳강추,1
2765,라스키친,5,맛집입니다근데공간에비해테이블이너무다닥다닥붙어있고많아서인테리어나분위기가어수선한면이있습니다근데맛있어요진짜루,0
2766,라스키친,5,분위기최고좋아요이쁜리델잔에마실수있는공간입니다,1
2767,무가당 서울숲점,3,여기치즈케이크랑매운어묵김밥추천대표먼진몰라도특별메뉴시켰음치즈케익개꿀맛이었고매운어묵은진짜뒤지게아픈매운맛이었음먹을때오늘똥쌀때ㅈ댔다싶은그런매운맛다안먹고김밥마다어묵절반씩은빼고먹었다방금화장실갔다왔는데비데열선똥꾸멍에집중해서틀어놓은줄개뜨거화상입을거같음이게왜특별메뉴로,1
2769,여수오동도,1,새조개샤브샤브인분원나왔는데얼마전백화점에서만원어치산것보다적게나오네요ㅋ돈많이버세요,0
2770,여수오동도,4,새조개하고매생이샤브먹었는데맛나요,1
2771,여수오동도,5,남도식반찬과음식스타일대리주차가능한점이편했다계절별메뉴가바뀌는곳봄엔새조개가예술이다사시사철병어무침에밥슥슥가을엔전어를기다리게된다저번엔미식가로소문난신세계그룹정용진부회장이연예인몇명과다녀가는것도봤다해산물은원래싱싱한재료쓰면가격이야있는것이고맛은최고다,1
2772,여수오동도,4,신선함이느껴지는집,1
2774,여수오동도,1,새조개샤브샤브인분원나왔는데얼마전백화점에서만원어치산것보다적게나오네요ㅋ돈많이버세요,0
2775,여수오동도,4,새조개하고매생이샤브먹었는데맛나요,1
2776,여수오동도,5,남도식반찬과음식스타일대리주차가능한점이편했다계절별메뉴가바뀌는곳봄엔새조개가예술이다사시사철병어무침에밥슥슥가을엔전어를기다리게된다저번엔미식가로소문난신세계그룹정용진부회장이연예인몇명과다녀가는것도봤다해산물은원래싱싱한재료쓰면가격이야있는것이고맛은최고다,1
2777,여수오동도,4,신선함이느껴지는집,1
2781,여수오동도,4,제철해물을다양하게맛볼수있는곳,1
2785,여수오동도,3,술안주좋아달리다안드로메다직행버스탐,1
2787,여수오동도,4,그옛날엄마가해주신제절생선으로따끈한밥상즐기던기분을주는곳옛날에는서민이즐기던생선들이왜이리비싸졌는지ㅜㅜ장어탕반찬하고장어탕원,0
2788,여수오동도,4,장어탕끝내준다진하면서도개운한맛두툼한장어살나머지해산물요리도먹고싶다,1
2789,명동칼국수,1,일점도주기아까움혼자와서무시하는건지사장이나종업원이나사가지없음,0
2790,명동칼국수,1,망한거같,0
2791,명동칼국수,4,여기괜찮네요ㅎㅎ,1
2792,명동칼국수,3,쏘쏘,1
2794,하우츠,2,주말배달은영아니네요주중에한번먹어보려구요,1
2795,하우츠,5,배달시켜먹을때도맛있어서가서먹었는데자리도생각보다많고진짜정갈하게나오고면류양많아서남김탕수육소유산슬간짜장고기큼많이노퍽퍽차돌짬뽕이또생각나는구먼,1
2796,하우츠,3,차돌짬뽕마싯어영,1
2797,캘리포니아피자키친 코엑스점,5,스파게티랑피자가너무좋아요,1
2798,캘리포니아피자키친 코엑스점,5,엄청맛있어요,1
2799,캘리포니아피자키친 코엑스점,5,양이적당하고맛은완전맛있어요,1
2800,캘리포니아피자키친 코엑스점,5,필라프대ㅋㅋㅋㅋ,1
2802,캘리포니아피자키친 코엑스점,5,스파게티랑피자가너무좋아요,1
2803,캘리포니아피자키친 코엑스점,5,엄청맛있어요,1
2804,캘리포니아피자키친 코엑스점,5,양이적당하고맛은완전맛있어요,1
2805,캘리포니아피자키친 코엑스점,5,필라프대ㅋㅋㅋㅋ,1
2807,캘리포니아피자키친 코엑스점,5,맛있어요,1
2808,캘리포니아피자키친 코엑스점,1,가격대에비해맛도서비스도썩나이프좀바꿔요썰다가손목나가는줄ㅠ,0
2810,캘리포니아피자키친 코엑스점,1,개최악피자먹고기분이나빠졌어요치즈추가한피자가이렇다구요,0
2811,캘리포니아피자키친 코엑스점,2,예전에비해서맛이갔어요파스타도피자도맛이없어요ㅜㅜ실망이크네요,0
2812,캘리포니아피자키친 코엑스점,3,맛이나쁘진않은데먼가잘안어울리는느낌이에요ㅜ,1
2813,캘리포니아피자키친 코엑스점,4,바베큐치킨피자괜찮음묘오별점점드리묘오,1
2814,캘리포니아피자키친 코엑스점,5,피자가맛있고서비스가매우좋음직원및매니저님의응대가만족스럽습니다,1
2815,캘리포니아피자키친 코엑스점,1,최악해물파스타를시켰는데소스닝닝하고홍합은다깨져있고새우푸석하고면에는소스도안베있음피자의소스양토핑의양치즈의양도적고도우에서밀가루냄새남,0
2816,캘리포니아피자키친 코엑스점,5,피자맛만좋고직원들친절하기만하구만저크피자졸맛,1
2817,캘리포니아피자키친 코엑스점,5,오늘점심에아이와식사하고아이가휴대폰을두고왔어요집에와서생각나서전화하는데계속통화중입니다폰위치가아직식당에있는거보니보관하고계신듯한데연락안되서ㅜㅜ,0
2818,캘리포니아피자키친 코엑스점,1,정말최악단체로예약하고가서메뉴도사전에골라놨으나분대기후식사나옴간곡히피자는제발개로잘라달라고전화로레스토랑가서도구두상으로부탁했으나조각으로걍나옴제발이런식으로서비스할거면그냥금액을더싸게하시던지아님제대로직원교육을시키시던지하세요,0
2819,캘리포니아피자키친 코엑스점,1,산적만큼앏게썬립아이를원에팔아요고기가너무앏아서미디엄레어를시켰는데다타서쓴맛나고그릇에올리자마자스테이크가차가워져서인지너무앏으니까위에올린버터가하나도안녹아있었고같이시킨에이드는너무달아서속이느글거리는최악이맛이었어요정말배가불려서장사안해도되나봐요,0
2820,캘리포니아피자키친 코엑스점,1,식기들이너무더럽네요첨에앉았는데포크랑나이프가놓여져있는데포크는한눈에봐도식기세척을안했구나라고느낄정도로전사람이썼던그대로상태로소스들이묻어서굳어있더라구요그래서바꿔달라구했는데그런기본적인것도안돼있어서다른식기들도찝찝했네요그리고주문할때크렌베리에이드랑사이다랑시키려고햇는데에이드를시키면에이드다마시면사이다는무료로리필된다길레에이드,0
2823,대포집 논현본점,5,잘먹고갑니다,1
2824,대포집 논현본점,5,친절하고맛있어요,1
2827,바다사랑,5,맛있어요,1
2828,바다사랑,1,생태찌개드럽게맵기만하고맛은최악그리고저녁에식당주변은바퀴벌레가득실득실그거본사람은오바이트헐듯,0
2829,바다사랑,1,국물이맵기만허고깊운맛이없음그리고식당주변에바퀴벌레가득실득실손님들이바퀴벌레많은거알아야할텐대,0
2830,바다사랑,4,이집생태탕짱짱조미료맛덜하고깔끔하고양많고미나리와알추가하면더좋음흐흐밥도둑술도둑따로없는곳ㅋ다른요리들도맛남,1
2831,바다사랑,3,먹을만하네요ㅎㅎ,1
2832,역삼닭집 본점,1,런치돈까스너무늦게나오고맛도그닥,0
2833,삼곱식당 한남점,5,점심특선곱창전골인분에이렇게푸짐합니다밥도엄청큰공기에주시고김치겉절이도정말맛있고요곱창찌개국물도버섯이많이들어가서버섯찌개처럼진국이었어요굳굳추천드려요,1
2834,난장캠프 논현본점,5,분위기도좋고고기퀄리티도좋구추천,1
2835,난장캠프 논현본점,1,개구데기고기분째안익는다니까여직원숯갠가넣고입맛버리고시간낭비돈낭비그리고뭐좀달라하면눈치줌셀프빠있는게편할거같아요,0
2836,난장캠프 논현본점,3,음항정살은냄새가심해서오잉했어요ㅠㅠ,0
2837,난장캠프 논현본점,2,고기맛없고라면홍수남라면시키지마세여분위기는특색있었음캠핑장알바분들이그물망에많이걸리시는듯,0
2839,난장캠프 논현본점,5,분위기도좋고고기퀄리티도좋구추천,1
2840,난장캠프 논현본점,1,개구데기고기분째안익는다니까여직원숯갠가넣고입맛버리고시간낭비돈낭비그리고뭐좀달라하면눈치줌셀프빠있는게편할거같아요,0
2841,난장캠프 논현본점,3,음항정살은냄새가심해서오잉했어요ㅠㅠ,0
2842,난장캠프 논현본점,2,고기맛없고라면홍수남라면시키지마세여분위기는특색있었음캠핑장알바분들이그물망에많이걸리시는듯,0
2844,난장캠프 논현본점,5,캠핑장컨셉이라서좀색다른곳에서회식하고싶을때좋네요고기도맛있고밑반찬도맛있었어요,1
2845,난장캠프 논현본점,3,보통임,0
2846,난장캠프 논현본점,1,원래이런거안쓰는데진짜최악이다목살씹는순간고기냄새가지독하게올라온다원세트탕선택할수도없다지들이하고싶은거대충가따준다떡볶이쓸데없이테이블에고기판만커서졸라불편하고불은얼마나약한지고기가안익는다세트에같이나오는싸구려소시지가제일맛있다술버리고나오긴처음,0
2847,난장캠프 논현본점,5,위치는강남논현동인데교외캠핑장온분위기라서정말마음에들었어요음식도맛있고인테리어도리얼캠핑장느낌으로좋았습니다ㅎㅎ,1
2848,난장캠프 논현본점,5,그녀가가보고싶다고한장소그녀와함께라면무조건별다섯,1
2849,난장캠프 논현본점,1,고기는괜찮았는데반찬으로나온무절임장아찌에서머리카락이나오더라구요오랜만에잡은모임이라분위기깨기싫어서살짝빼고먹었지만리뷰보니머리카락나오는게종종있는일인가보네요,1
2850,난장캠프 논현본점,5,정말분위기좋고음식도짱맛났어요,1
2851,난장캠프 논현본점,1,가본식당중정말제일별로였어요음식에서머리카락나오고주문누락에알바생은여자테이블에서히히덕거리고진짜돈주고먹기아까울정도먹은것중에라면이제일맛있었네요,0
2852,난장캠프 논현본점,5,먹고싶은분위기캠핑값치곤저렴몸만가서먹고오는캠핑이라면단지별보는장소가없을뿐여러훈남사장님들의친절은덤덤치곤넘친절또가고싶다,1
2853,난장캠프 논현본점,3,도심속에서캠핑온듯한느낌으로즐길수있는곳목살새우야채라볶이,1
2854,아루일식,5,지난주에이어오늘도어부인과시에와서점심식사를했는데가성비최고사장님직원분친절최고인식판에나와요강추또와서맛나게먹었습니다가성비최고,1
2857,착한왕갈비탕,4,보통보단특,1
2858,착한왕갈비탕,5,어머님이갈비탕땡기신데서같이가서먹고왔는데넘맛있었어요간도딱맞고군더더기없었어요저희둘다완전설거지했네요ㅋㅋㅋㅋㅋ담엔특갈비탕먹으러갈게요,1
2859,착한왕갈비탕,5,갈비탕너무맛있었어요달에번은꼭가는거같아요,1
2862,착한왕갈비탕,4,보통보단특,1
2863,착한왕갈비탕,5,어머님이갈비탕땡기신데서같이가서먹고왔는데넘맛있었어요간도딱맞고군더더기없었어요저희둘다완전설거지했네요ㅋㅋㅋㅋㅋ담엔특갈비탕먹으러갈게요,1
2864,착한왕갈비탕,5,갈비탕너무맛있었어요달에번은꼭가는거같아요,1
2867,백년불고기 강남점,4,점심메뉴로먹었는데진짜양완전많아요맛도있고가끔생각날집,1
2868,백년불고기 강남점,5,강남이랑신림에서수많은고등어구이를먹어봤는데여기가진짜타임양도많고밑반찬많고심지어밥은돌솥밥임고등어도바삭하고짭조름하고양많음고기자체가큼신림에원짜리고등어구이먹고현타와서리뷰남김근데물갈비는좀맵더라맛은있는데매운거못먹는사람이먹으면다못먹고물만마시다집감,1
2869,백년불고기 강남점,5,평높게줘서댓글알바의심할수도있는사람들을위해여자치고잘먹는인인데안매운물갈비를맛있게먹어본적이있어서이번에매운물갈비먹어보려고와봤는데와제가남겨본적이없는데양이정말많구요가격도다른물갈비집에비해혜자에요매운거잘먹는사람ㄹㅇ추천해요고기도양진짜많아요부드럽고ㅠㅠ강남맛집인거같은데카맵에리뷰가별로없어,1
2870,백년불고기 강남점,5,양도진짜많고맛도진짜맛있어요와내의지로댓글남기고싶은데는거의없는데여기는진짜양많아서둘이서다못먹었어요,1
2871,나의가야,2,삼성동시세인가그럭저럭먹을만하지만비싸네요,0
2872,나의가야,5,물냉면성애자인데여기비빔냉면밖에안팔아서비냉먹었는데진짜맛남다른메뉴는곱창전골하고차돌야채무침먹었는데무난함,1
2873,나의가야,5,최애맛집ㅠㅠㅠ국수전골국물이최고야요죽도너므너므맛잇어용ㅠㅠㅠㅠ,1
2874,숯칼,4,닭갈비는진짜맛나요근데분위기가영시장통같아요환기도안되고너무시끄러워서체할뻔했어요저녁에방문취해서제정신아닐때가야할듯요ㅜ다시갈엄두가안납니다만음식은맛있었다는거,0
2875,숯칼,4,가성비훌륭점심시간에가서먹었는데다른분후기처럼늦게나오는거말고는훌륭했어요고기도부드럽고맛있고칼국수도깔끔한국물이에여김치도칼국수랑잘어울리게맛있어용이렇게먹고원이라니혜자,1
2876,숯칼,4,늦게나오는거빼면구성괜찮아요맛도괜찮아요닭갈비에떡갈비칼국수밥나옴,1
2877,숯칼,5,그냥닭갈비팔길래아무런기대없이들어갔는데엄청난맛집이었습니다단골예약,1
2878,숯칼,5,회사생활의한줄기빛이되어주는소울푸드임주먹밥양겁나많은데너무맛있어서돌아버림사실밥메뉴는닭개장칼국수밖에안먹어봐서모름일년째그것만먹는데질릴기미가안보여서큰일났음근데갈때보면옆자리사람들이막국수완그릇하는거보면그것도존맛인것같음저녁에와서칼국수하나랑숯불닭갈비시키면술병순식간에쌓임근데비오,1
2879,숯칼,4,닭갈비는진짜맛나요근데분위기가영시장통같아요환기도안되고너무시끄러워서체할뻔했어요저녁에방문취해서제정신아닐때가야할듯요ㅜ다시갈엄두가안납니다만음식은맛있었다는거,0
2880,숯칼,4,가성비훌륭점심시간에가서먹었는데다른분후기처럼늦게나오는거말고는훌륭했어요고기도부드럽고맛있고칼국수도깔끔한국물이에여김치도칼국수랑잘어울리게맛있어용이렇게먹고원이라니혜자,1
2881,숯칼,4,늦게나오는거빼면구성괜찮아요맛도괜찮아요닭갈비에떡갈비칼국수밥나옴,1
2882,숯칼,5,그냥닭갈비팔길래아무런기대없이들어갔는데엄청난맛집이었습니다단골예약,1
2883,숯칼,5,회사생활의한줄기빛이되어주는소울푸드임주먹밥양겁나많은데너무맛있어서돌아버림사실밥메뉴는닭개장칼국수밖에안먹어봐서모름일년째그것만먹는데질릴기미가안보여서큰일났음근데갈때보면옆자리사람들이막국수완그릇하는거보면그것도존맛인것같음저녁에와서칼국수하나랑숯불닭갈비시키면술병순식간에쌓임근데비오,1
2884,팔당푸드,5,맛있어요가성비갓,1
2885,카페헬로,5,여기나름나쁘지않아요괜찮은룸카페에요,1
2886,카페헬로,1,최악입니다안씻은포크얼룩있는그릇쟁반은끈적거리고이상한털도있었어요심지어포크통에는먹다가넣어둔포크도있네요음료있는곳엔먼지도잔뜩있어요게다가케이크는다말라비틀어져있고말씀드렸더니원래케이크가그런거라고ㅋㅋㅋㅋ제발가지마세요,0
2887,카페헬로,5,아늑하고좋았어요진원분들도친절,1
2888,오발탄 대치점,3,원래오발탄이양이적어서큰기대는안했어요밥먹으러오기보단누군가를대접하기에적절한곳깔끔하고좋아요,1
2889,오발탄 대치점,5,가격은비싸지만ㅠㅜ너무깨끗하고맛있어요,1
2890,오발탄 대치점,1,불친절메뉴에대한설명부족,0
2891,오발탄 대치점,2,양적음,0
2892,경성양꼬치 선릉직영점,4,맛은좋지만가격이좀쎈편감수하고먹을만하다,1
2893,경성양꼬치 선릉직영점,4,먼저남자직원분께서너무친절하시고신경써주셔서맛있게먹었구양은많진않아요참고하세요,1
2894,경성양꼬치 선릉직영점,4,마라갈비짱인데뼈가많아서먹기좀어려워요꿔바로우등전체적으로요리맛괜찮아용,1
2896,풍년집 선릉점,5,갈비살최고양도많고엄청친절하심된장찌개가진짜,1
2897,풍년집 선릉점,5,점심시간에햄김치찌개먹었는데팔팔끓여져서나왔고얼큰하니맛있었습니다치즈계란말이가메인메뉴시킨것처럼따끈따끈하고양도많았고김치랑오이소박이도맛있었습니다,1
2898,풍년집 선릉점,4,풍년갈비살넘맛있어요,1
2899,풍년집 선릉점,3,나쁘지않음근처에서소갈비먹고싶으면한번쯤재방문하지싶다,1
2901,풍년집 선릉점,5,갈비살최고양도많고엄청친절하심된장찌개가진짜,1
2902,풍년집 선릉점,5,점심시간에햄김치찌개먹었는데팔팔끓여져서나왔고얼큰하니맛있었습니다치즈계란말이가메인메뉴시킨것처럼따끈따끈하고양도많았고김치랑오이소박이도맛있었습니다,1
2903,풍년집 선릉점,4,풍년갈비살넘맛있어요,1
2904,풍년집 선릉점,3,나쁘지않음근처에서소갈비먹고싶으면한번쯤재방문하지싶다,1
2905,링링,3,맛은있으나위생이좋지않아요방역에취약한듯합니다,1
2906,링링,4,위생은애매하지만맛은최고,1
2907,링링,4,훠궈맛있었는데백목이버섯에곰팡이같은것있어서식욕떨어졌었어요ㅠㅠ흑,0
2908,링링,5,훠궈맛하나는서울에서다섯손가락안맛도있는데모든재료를마음껏가져다먹을수있다는게이집의가장큰장점남기면환경부담금만원있음그런데이게단순경고의메시지가아니고남기면진짜찐으로만원씩내라고하니조심하세요부디먹을만큼만,1
2909,링링,4,정말맛있는데식기에기름때문에미끌거리거나고기를따로비닐에넣어두지않고냉동고에그대로부어둬서위생이조금걱정됩니다,0
2910,링링,3,맛은있으나위생이좋지않아요방역에취약한듯합니다,1
2911,링링,4,위생은애매하지만맛은최고,1
2912,링링,4,훠궈맛있었는데백목이버섯에곰팡이같은것있어서식욕떨어졌었어요ㅠㅠ흑,0
2913,링링,5,훠궈맛하나는서울에서다섯손가락안맛도있는데모든재료를마음껏가져다먹을수있다는게이집의가장큰장점남기면환경부담금만원있음그런데이게단순경고의메시지가아니고남기면진짜찐으로만원씩내라고하니조심하세요부디먹을만큼만,1
2914,링링,4,정말맛있는데식기에기름때문에미끌거리거나고기를따로비닐에넣어두지않고냉동고에그대로부어둬서위생이조금걱정됩니다,0
2915,로얄출장뷔페,5,주말이틀모두가족행사가있어서이틀대치동까지다녀와야했는데그수고가전혀신경쓰이지않을만큼만족했습니다이틀연속시켜서서비스도챙겨주셔서감사했습니다,1
2916,로얄출장뷔페,5,정성이듬뿍담긴음식에감동하고맛에감동했어요대표님의손글씨와특히잡채의당면과야채를분리해서포장되어후라이팬에분볶았는데방금한것처럼맛있었어요,1
2917,로얄출장뷔페,5,우리시어머니때부터집안잔치에인메뉴예약해서배달받아먹는단골집이네요오랜전통의한정식부페를보내주니편하고맛도엄마손맛예요항상감사합니다,1
2918,올래곱창,4,맛있지만먼데서굳이찾아먹을맛까지는아님,0
2919,올래곱창,4,곱창이즈뭔들잇츠쏘들리셔쑤,1
2920,올래곱창,1,정말불친절한곳진심,0
2921,기세끼 신사점,1,같이간일행모두이구동성으로맛이없다네요아랫분말이정답이네요음식맛이정말다시는안갑니다,0
2922,기세끼 신사점,1,안주가이렇게하나같이다맛없는곳은처음와우가지마세요,0
2924,기세끼 신사점,5,너무맛있었고프라이빗한룸덕분에재밌게먹고놀았어요직원분들이랑점장님이친절해서좋았어요ㅎㅎㅎ강추강추,1
2925,기세끼 신사점,4,모두룸으로나누어져있어서좋았어요음식도맛나고서빙도엄청빠름,1
2926,기세끼 신사점,1,같이간일행모두이구동성으로맛이없다네요아랫분말이정답이네요음식맛이정말다시는안갑니다,0
